,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,52.13,58.61,78.55,52.29,52.66,107.12,158.95,63.41,158.01,51.69,92.87,85.05,83.83
Expenses,37.46,46.99,66.94,47.13,39.14,75.43,135.99,41.59,133.69,41.89,76.87,61.5,60.13
Operating Profit,14.67,11.62,11.61,5.16,13.52,31.69,22.96,21.82,24.32,9.8,16.0,23.55,23.7
OPM %,28.14,19.83,14.78,9.87,25.67,29.58,14.44,34.41,15.39,18.96,17.23,27.69,28.27
Other Income,6.59,9.21,-3.22,5.94,3.61,1.95,4.71,-10.1,-2.13,6.26,7.64,12.7,7.38
Interest,4.34,4.77,4.57,7.41,7.54,5.96,6.28,6.12,7.97,8.44,9.21,11.15,11.63
Depreciation,6.85,7.07,7.25,6.93,4.34,7.34,8.22,7.8,7.89,8.46,9.3,11.43,11.36
Profit before tax,10.07,8.99,-3.43,-3.24,5.25,20.34,13.17,-2.2,6.33,-0.84,5.13,13.67,8.09
Tax %,-0.79,0.89,-30.61,-10.49,4.0,8.21,6.61,-23.18,0.47,-10.71,14.81,15.44,9.64
Net Profit,10.16,8.91,-4.47,-3.58,5.04,18.67,12.3,-2.71,6.32,-0.94,4.38,11.55,7.31
EPS in Rs,6.7,5.88,-2.92,-2.36,3.29,12.4,8.11,-1.77,3.72,-0.5,2.31,7.2,4.51
