,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,65.16,65.16,64.67,64.67,63.82,63.82
FIIs,7.47,7.61,7.49,7.34,6.49,6.69
DIIs,6.95,7.44,9.32,9.75,10.51,9.66
Public,20.42,19.78,18.52,18.22,19.17,19.84
No. of Shareholders,12709.0,13256.0,13862.0,14685.0,15955.0,21657.0
