,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,940,2209,548,-23,566,-51,271
Cash from Investing Activity,-247,-195,-123,-241,-92,-176,138
Cash from Financing Activity,-175,-1795,-677,392,-471,207,-553
Net Cash Flow,518,219,-253,128,4,-21,-144
