,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,59.77,64.51,79.63,72.72,85.53,55.98,57.0,96.0,100.04,77.82,88.16,94.72,93.7
Expenses,52.16,57.55,70.63,64.17,76.39,50.78,49.86,84.66,87.18,69.4,79.25,82.72,81.49
Operating Profit,7.61,6.96,9.0,8.55,9.14,5.2,7.14,11.34,12.86,8.42,8.91,12.0,12.21
OPM %,12.73,10.79,11.3,11.76,10.69,9.29,12.53,11.81,12.85,10.82,10.11,12.67,13.03
Other Income,0.28,0.21,0.66,3.51,1.43,2.65,0.21,0.22,0.24,0.27,0.47,0.24,0.23
Interest,2.21,1.89,2.22,2.35,2.22,2.14,2.28,1.99,2.45,2.45,2.36,2.31,2.49
Depreciation,2.04,2.17,2.35,2.67,2.76,2.7,2.79,2.75,3.1,2.97,3.08,3.07,3.03
Profit before tax,3.64,3.11,5.09,7.04,5.59,3.01,2.28,6.82,7.55,3.27,3.94,6.86,6.92
Tax %,27.2,28.94,33.2,23.15,30.59,5.32,1.32,24.78,33.77,12.23,31.47,23.03,31.36
Net Profit,2.65,2.21,3.4,5.41,3.88,2.86,2.25,5.13,5.0,2.86,2.7,5.29,4.75
EPS in Rs,0.3,0.25,0.38,0.61,0.44,0.32,0.25,0.58,0.56,0.32,0.21,0.42,0.43
