,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,79,,155,167,207,246
Cash from Investing Activity,-42,,-114,-195,-112,-158
Cash from Financing Activity,-37,,-43,31,-100,-85
Net Cash Flow,0,,-1,3,-4,3
