,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,236.0,133,131,105,119,117
Inventory Days,381.0,310,312,503,434,430
Days Payable,210.0,112,201,152,185,190
Cash Conversion Cycle,407.0,331,242,456,368,357
Working Capital Days,275.0,186,160,196,179,163
ROCE %,,27,25,32,21,26
