,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10
Reserves,585,673,761,990,1098,1282,1343
Borrowings,22,9,52,89,62,32,23
Other Liabilities,69,72,118,94,144,191,174
Total Liabilities,685,763,941,1183,1313,1515,1550
Fixed Assets,189,230,240,546,573,593,590
CWIP,3,19,141,18,74,173,188
Investments,151,229,199,142,74,138,151
Other Assets,343,285,361,477,592,611,621
Total Assets,685,763,941,1183,1313,1515,1550
