,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.04,14.85,13.79,18.9,18.33,17.43,14.43,17.35,17.53,17.4,14.6,13.57,14.06
Expenses,14.77,14.56,13.35,18.45,17.89,16.63,14.0,16.45,16.56,16.83,14.12,13.04,13.62
Operating Profit,0.27,0.29,0.44,0.45,0.44,0.8,0.43,0.9,0.97,0.57,0.48,0.53,0.44
OPM %,1.8,1.95,3.19,2.38,2.4,4.59,2.98,5.19,5.53,3.28,3.29,3.91,3.13
Other Income,0.02,0.02,0.04,0.02,0.04,0.02,0.01,0.02,0.03,0.03,-0.54,0.05,0.22
Interest,0.01,0.01,0.01,0.01,0.02,0.24,0.1,0.12,0.13,0.15,0.14,0.16,0.21
Depreciation,0.08,0.1,0.04,0.06,0.06,0.22,0.24,0.3,0.32,0.31,0.32,0.32,0.32
Profit before tax,0.2,0.2,0.43,0.4,0.4,0.36,0.1,0.5,0.55,0.14,-0.52,0.1,0.13
Tax %,0.0,0.0,20.93,25.0,37.5,30.56,80.0,30.0,23.64,28.57,25.0,30.0,30.77
Net Profit,0.2,0.2,0.34,0.3,0.25,0.24,0.03,0.37,0.41,0.1,-0.39,0.07,0.09
EPS in Rs,0.31,0.31,0.52,0.46,0.38,0.37,0.05,0.57,0.63,0.15,-0.6,0.11,0.14
