,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,1185,56,-60,-43
Cash from Investing Activity,,-1168,-82,59,53
Cash from Financing Activity,,11,0,0,-11
Net Cash Flow,,27,-27,0,0
