,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,15.0,12,17,13
Inventory Days,,65.0,64,137,150
Days Payable,,16.0,15,12,11
Cash Conversion Cycle,,64.0,61,142,152
Working Capital Days,,59.0,56,1235,1688
ROCE %,,,3,54,-7
