,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.55,74.55,74.55,74.54,74.54
FIIs,1.2,0.0,0.0,0.0,0.0
Public,24.25,25.45,25.45,25.44,25.46
No. of Shareholders,38542.0,34527.0,29822.0,30038.0,29273.0
