,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,53.05,52.91,52.91,52.91,52.9,52.9,52.9,52.9
FIIs,21.13,20.72,19.24,17.74,18.1,18.4,17.51,19.05
DIIs,5.03,6.11,7.21,10.87,11.13,10.21,11.23,9.87
Government,0.35,0.17,0.17,0.23,0.35,0.16,0.17,0.17
Public,20.44,20.1,20.47,18.26,17.53,18.33,18.19,18.0
No. of Shareholders,109516.0,131620.0,180710.0,322928.0,355774.0,578252.0,719167.0,699659.0
