,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,922,951,860,1025,1717,1221,1711
Cash from Investing Activity,-513,-602,-149,-310,-2898,-190,-260
Cash from Financing Activity,-503,-387,-647,-559,1420,-1420,-1362
Net Cash Flow,-94,-38,65,156,239,-390,89
