,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,31.0,25,26,27,22,22,21
Inventory Days,114.0,125,148,179,215,283,215
Days Payable,234.0,193,193,233,263,316,348
Cash Conversion Cycle,-88.0,-44,-20,-27,-26,-11,-113
Working Capital Days,-40.0,-43,-102,-79,-57,-37,-54
ROCE %,,7,5,8,6,4,2
