,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,16,-23,181,17,-1,-22
Cash from Investing Activity,,-31,-12,-10,-35,-59,-46
Cash from Financing Activity,,15,36,-159,16,51,78
Net Cash Flow,,0,0,12,-2,-9,9
