,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.66,74.17,74.17,74.17,74.17,74.17,74.17,74.17
FIIs,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.11
DIIs,0.06,0.26,0.23,0.23,0.09,0.64,0.78,0.61
Public,42.27,25.57,25.6,25.6,25.74,25.09,24.91,25.11
No. of Shareholders,19522.0,16145.0,15684.0,15051.0,19999.0,28415.0,27024.0,26730.0
