,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.55,3.35,3.47,2.67,8.34,12.88,1.88,0.88,0.81,1.63,2.04,3.9,3.94
Expenses,2.57,2.36,2.48,1.84,8.36,12.38,1.65,1.25,1.24,1.13,1.29,2.54,2.18
Operating Profit,0.98,0.99,0.99,0.83,-0.02,0.5,0.23,-0.37,-0.43,0.5,0.75,1.36,1.76
OPM %,27.61,29.55,28.53,31.09,-0.24,3.88,12.23,-42.05,-53.09,30.67,36.76,34.87,44.67
Other Income,0.09,0.15,0.15,0.14,0.18,0.13,0.1,0.11,0.09,0.06,0.03,0.04,4.15
Interest,0.01,0.04,0.07,0.01,0.04,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.00
Depreciation,0.06,0.0,0.26,0.6,0.29,0.21,0.21,0.15,0.06,0.05,0.05,0.06,0.08
Profit before tax,1.0,1.1,0.81,0.36,-0.17,0.4,0.1,-0.42,-0.41,0.5,0.73,1.34,5.83
Tax %,30.0,23.64,32.1,-5.56,-23.53,-12.5,20.0,0.0,41.46,42.0,12.33,20.15,
Net Profit,0.69,0.84,0.55,0.38,-0.21,0.45,0.08,-0.41,-0.24,0.28,0.64,1.08,5.57
EPS in Rs,2.3,2.8,1.83,1.27,-0.7,1.5,0.27,-1.37,-0.8,0.93,2.13,3.6,18.57
