,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.15,64.15,64.12,63.53,63.04
DIIs,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Public,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.31,35.31,35.35,35.93,36.42
No. of Shareholders,5738.0,5710.0,5745.0,6167.0,6681.0,8090.0,8113.0,8065.0,7885.0,7863.0,7940.0,8099.0
