,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,16,16,16,16,16,16,16,16,16,16,16,16
Reserves,9,11,12,11,16,25,29,28,38,63,107,110,109
Borrowings,32,12,3,16,16,1,30,24,3,3,0,1,0
Other Liabilities,8,35,64,49,59,70,42,87,60,78,141,105,127
Total Liabilities,61,73,95,92,107,112,117,155,117,160,265,232,252
Fixed Assets,10,16,14,10,10,10,32,32,31,35,40,40,39
CWIP,3,0,0,0,0,0,0,0,1,1,0,0,1
Investments,3,3,11,15,22,24,5,5,5,18,24,15,30
Other Assets,44,55,70,67,76,79,80,118,81,106,200,177,182
Total Assets,61,73,95,92,107,112,117,155,117,160,265,232,252
