,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,30,30,30,30,30,30,30,30,30,30,30,30,30
Reserves,624,725,919,1009,1585,1936,2214,2676,3125,3797,4399,4642,4872
Borrowings,392,370,367,299,316,168,16,55,108,133,144,52,162
Other Liabilities,412,440,502,485,535,591,749,783,880,976,1117,1028,1034
Total Liabilities,1459,1564,1818,1823,2465,2724,3009,3543,4144,4935,5690,5752,6097
Fixed Assets,444,506,570,514,750,1026,1027,1104,1110,1418,1634,1770,1949
CWIP,66,66,59,112,180,59,96,172,368,250,420,1033,1019
Investments,75,67,63,66,382,429,470,752,1137,1361,1339,881,1067
Other Assets,874,925,1126,1131,1154,1210,1415,1515,1528,1906,2297,2068,2063
Total Assets,1459,1564,1818,1823,2465,2724,3009,3543,4144,4935,5690,5752,6097
