,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.96
Reserves,10.33,10.29,10.87,13.44,12.7,21.25,23.09,25.74,23.86,36.06,47.91,53.97,60.95
Borrowings,17.61,21.54,19.17,4.73,11.08,26.96,40.76,48.41,41.16,25.36,14.11,15.45,20.79
Other Liabilities,32.0,33.9,47.38,58.09,57.73,61.05,80.92,95.65,103.9,143.78,172.88,141.18,212.87
Total Liabilities,62.92,68.71,80.4,79.24,84.49,112.24,147.75,172.78,171.9,208.18,237.88,213.58,297.59
Fixed Assets,3.54,5.38,5.72,6.0,6.12,6.01,6.14,7.69,7.51,7.54,4.11,4.32,4.09
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Investments,2.43,2.78,3.58,5.83,7.26,6.4,8.93,8.42,2.31,4.09,0.66,0.64,5.99
Other Assets,56.95,60.55,71.1,67.41,71.11,99.83,132.68,156.67,162.08,196.55,233.11,208.62,287.47
Total Assets,62.92,68.71,80.4,79.24,84.49,112.24,147.75,172.78,171.9,208.18,237.88,213.58,297.59
