,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,20.3,18.78,20.45,19.25,20.85,21.83,20.96,20.93,21.62,23.58,22.43,22.08,28.07
Expenses,14.85,15.08,17.76,15.85,16.5,16.79,16.94,17.38,18.7,20.88,19.84,18.45,22.53
Operating Profit,5.45,3.7,2.69,3.4,4.35,5.04,4.02,3.55,2.92,2.7,2.59,3.63,5.54
OPM %,26.85,19.7,13.15,17.66,20.86,23.09,19.18,16.96,13.51,11.45,11.55,16.44,19.74
Other Income,0.13,0.23,-0.01,0.1,0.1,0.11,0.09,0.08,0.03,0.04,0.13,0.02,0.48
Interest,0.78,0.64,0.83,0.79,0.6,0.71,0.58,0.62,0.58,0.33,1.04,0.93,1.11
Depreciation,0.24,0.26,0.27,0.27,0.26,0.26,0.22,0.26,0.27,0.28,0.3,0.29,0.29
Profit before tax,4.56,3.03,1.58,2.44,3.59,4.18,3.31,2.75,2.1,2.13,1.38,2.43,4.62
Tax %,21.27,19.8,27.85,25.0,24.51,32.78,18.13,25.09,27.62,25.35,28.99,29.22,30.74
Net Profit,3.58,2.43,1.14,1.83,2.71,2.81,2.71,2.06,1.52,1.59,0.98,1.72,3.2
EPS in Rs,12.1,8.21,3.85,6.18,9.16,9.49,9.16,6.96,5.14,5.37,3.31,5.81,10.81
