,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,35.56,35.56,35.56,35.56,35.56,35.56,35.56,35.56
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,64.44,64.44,64.44,64.44,64.44,64.44,64.44,64.44
No. of Shareholders,536.0,539.0,546.0,556.0,569.0,1095.0,1178.0,1248.0
