,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,0.05,0.05,0.12,0.21,0.22,0.20,0.18,0.22,0.17,0.13,0.20,0.11,0.12
Operating Profit,-0.05,-0.05,-0.12,-0.21,-0.22,-0.20,-0.18,-0.22,-0.17,-0.13,-0.20,-0.11,-0.12
OPM %,,,,,,,,,,,,,
Other Income,0.07,-0.02,0.12,0.13,0.10,0.06,0.08,0.06,0.06,0.05,0.02,0.02,0.0
Interest,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Depreciation,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Profit before tax,0.02,-0.07,0.0,-0.08,-0.12,-0.14,-0.10,-0.16,-0.11,-0.08,-0.18,-0.09,-0.12
Tax %,0.00,-14.29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,0.02,-0.07,0.01,-0.08,-0.12,-0.14,-0.11,-0.16,-0.11,-0.08,-0.18,-0.09,-0.12
EPS in Rs,0.20,-0.70,0.1,-0.80,-1.20,-1.40,-1.10,-1.60,-1.10,-0.80,-1.80,-0.90,-1.2
