,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,34.92,38.97,41.82,41.82,41.82,38.66,38.66,36.96
FIIs,12.95,10.02,9.56,9.56,9.56,16.39,16.39,20.11
Public,52.12,51.02,48.62,48.62,48.62,44.95,44.94,42.94
No. of Shareholders,14039.0,13487.0,12931.0,12565.0,13357.0,15036.0,18073.0,19710.0
