,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,932.46,1806.12,424.55,556.43,78110.00,38690.00,38325.00
Inventory Days,0.0,,,,,0.00,0.00
Days Payable,,,,,,,
Cash Conversion Cycle,932.46,1806.12,424.55,556.43,78110.00,38690.00,38325.00
Working Capital Days,738.55,2026.38,733.84,727.45,146000.00,108770.00,84132.50
ROCE %,,-5.65,-10.57,-8.53,-4.07,10.12,-4.58
