,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.84,9.1,7.9,8.51,8.17,9.23,8.25,33.16,27.9,48.0,41.64,8.6,13.84
Expenses,6.52,4.86,3.96,4.39,5.17,6.22,5.58,30.93,28.11,46.08,38.03,6.68,11.57
Operating Profit,3.32,4.24,3.94,4.12,3.0,3.01,2.67,2.23,-0.21,1.92,3.61,1.92,2.27
OPM %,33.74,46.59,49.87,48.41,36.72,32.61,32.36,6.72,-0.75,4.0,8.67,22.33,16.40
Other Income,0.01,0.05,0.01,0.0,-0.21,0.05,0.04,0.13,0.33,0.96,0.05,0.0,0.08
Interest,1.59,2.79,3.02,3.16,2.37,1.86,1.51,1.9,1.23,0.92,0.59,0.76,0.80
Depreciation,0.38,0.44,0.46,0.48,0.31,0.28,0.24,0.41,0.4,0.4,0.37,0.38,0.40
Profit before tax,1.36,1.06,0.47,0.48,0.11,0.92,0.96,0.05,-1.51,1.56,2.7,0.78,1.15
Tax %,20.59,33.96,36.17,35.42,109.09,33.7,22.92,0.0,-1.32,0.0,18.89,26.92,
Net Profit,1.08,0.71,0.3,0.3,-0.01,0.61,0.74,0.02,-1.54,1.56,2.18,0.57,0.88
EPS in Rs,1.75,1.16,0.47,0.52,0.07,0.96,1.16,0.03,-2.53,2.55,3.56,0.9,1.37
