,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-06-01
Promoters,72.25,72.29,72.29,72.29,72.29
DIIs,0.05,0.05,0.05,0.05,0.05
Public,27.7,27.66,27.66,27.67,27.66
No. of Shareholders,9686.0,9709.0,9719.0,9762.0,9804.0
