,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,11,13
Reserves,9,10,5,6
Borrowings,13,11,9,13
Other Liabilities,3,5,5,10
Total Liabilities,27,27,30,42
Fixed Assets,5,6,6,9
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,22,22,24,33
Total Assets,27,27,30,42
