,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,63.22,63.2,64.22,63.19,63.19
FIIs,0.74,0.39,0.72,1.03,1.45
Public,36.04,36.41,35.07,35.78,35.36
No. of Shareholders,926.0,727.0,867.0,2405.0,4399.0
