,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,369,40,98
Inventory Days,,,0,0
Days Payable,,,,
Cash Conversion Cycle,,369,40,98
Working Capital Days,,243,-209,60
ROCE %,,69,114,150
