,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,6,10,20
Reserves,-1,0,9,131,217
Borrowings,4,2,0,0,0
Other Liabilities,2,3,25,43,54
Total Liabilities,8,8,41,184,292
Fixed Assets,0,0,0,43,42
CWIP,0,0,31,3,5
Investments,0,0,4,6,6
Other Assets,7,8,6,132,239
Total Assets,8,8,41,184,292
