,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,103.43,56.59,48.24,19.61,53.86,57.36,54.45,72.59,74.51,18.25,18.53,8.71,3.79
Expenses,103.69,61.84,51.84,26.16,55.18,55.63,48.74,67.52,66.04,16.86,19.04,11.03,6.20
Operating Profit,-0.26,-5.25,-3.6,-6.55,-1.32,1.73,5.71,5.07,8.47,1.39,-0.51,-2.32,-2.41
OPM %,-0.25,-9.28,-7.46,-33.4,-2.45,3.02,10.49,6.98,11.37,7.62,-2.75,-26.64,-63.59
Other Income,12.59,3.35,0.5,1.95,9.29,1.18,-2.14,-0.43,0.0,2.1,1.93,0.25,1.80
Interest,10.29,10.93,11.45,4.75,4.77,0.4,0.72,1.6,4.53,4.61,5.33,1.71,0.25
Depreciation,1.37,1.36,1.33,1.79,1.78,1.61,1.53,1.47,1.47,1.47,1.47,1.46,1.84
Profit before tax,0.67,-14.19,-15.88,-11.14,1.42,0.9,1.32,1.57,2.47,-2.59,-5.38,-5.24,-2.70
Tax %,68.66,-1.27,15.68,0.0,23.24,20.0,-482.58,48.41,17.0,-51.74,-9.11,17.75,
Net Profit,0.2,-14.37,-13.39,-11.14,1.1,0.72,7.68,0.82,2.05,-3.92,-5.87,-4.32,-1.76
EPS in Rs,0.13,-9.7,-9.04,-7.52,0.74,0.49,3.22,0.29,0.72,-1.37,-2.06,-1.47,-0.61
