,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15
Reserves,-4,34,106
Borrowings,10,0,0
Other Liabilities,0,3,0
Total Liabilities,21,52,121
Fixed Assets,0,0,0
CWIP,0,0,0
Investments,2,2,0
Other Assets,19,49,120
Total Assets,21,52,121
