,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.37,64.38,64.38,64.38,66.31,66.31,66.31,66.31,66.31
DIIs,0.01,0.01,1.39,1.39,0.01,0.01,0.01,0.01,0.01
Public,35.61,35.6,34.23,34.23,33.68,33.68,33.68,33.67,33.67
No. of Shareholders,3708.0,3638.0,3590.0,3572.0,3576.0,3576.0,3581.0,3582.0,5511.0
