,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,14,14,14,14,15,15,16,16,16,16,16
Reserves,87,95,98,104,93,99,135,156,192,220,268,318,347
Borrowings,141,150,121,143,174,181,256,247,245,317,393,356,478
Other Liabilities,116,64,76,107,81,117,144,166,143,148,280,287,259
Total Liabilities,358,322,309,368,362,410,549,584,596,701,956,978,1101
Fixed Assets,77,84,87,87,76,94,201,227,247,285,327,364,382
CWIP,4,1,6,10,12,31,9,5,8,1,1,24,33
Investments,0,4,4,16,16,17,17,16,16,16,16,15,15
Other Assets,276,233,211,255,258,268,321,336,324,399,613,574,670
Total Assets,358,322,309,368,362,410,549,584,596,701,956,978,1101
