,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,135.0,151.0,170.0,175.0,242.0,265.0,271.0,311.0,304.0,238.0,248.0,290.0,290.0
Expenses,111.0,126.0,144.0,147.0,207.0,231.0,236.0,275.0,268.0,199.0,207.0,247.0,248.0
Operating Profit,24.0,25.0,27.0,28.0,35.0,34.0,35.0,35.0,37.0,39.0,41.0,42.0,43.0
OPM %,18.0,17.0,16.0,16.0,14.0,13.0,13.0,11.0,12.0,16.0,16.0,15.0,15.0
Other Income,0.0,0.0,19.0,0.0,0.0,1.0,15.0,1.0,0.0,1.0,16.0,1.0,13.0
Interest,6.0,8.0,9.0,9.0,8.0,10.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0
Depreciation,7.0,8.0,8.0,9.0,9.0,9.0,11.0,10.0,11.0,11.0,13.0,13.0,12.0
Profit before tax,11.0,10.0,28.0,10.0,18.0,16.0,27.0,15.0,14.0,17.0,34.0,19.0,32.0
Tax %,8.0,28.0,25.0,28.0,26.0,26.0,27.0,22.0,29.0,28.0,26.0,25.0,29.0
Net Profit,10.0,7.0,21.0,7.0,13.0,12.0,20.0,12.0,10.0,12.0,25.0,14.0,23.0
EPS in Rs,3.15,2.27,6.62,2.3,4.1,3.62,6.17,3.65,3.17,3.78,7.75,4.36,7.04
