,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,105.0,111.0,134.0,151.0,174.0
Expenses,93.0,98.0,119.0,133.0,155.0
Operating Profit,12.0,13.0,15.0,17.0,19.0
OPM %,12.0,12.0,11.0,11.0,11.0
Other Income,1.0,1.0,0.0,1.0,3.0
Interest,6.0,6.0,6.0,7.0,9.0
Depreciation,3.0,4.0,4.0,5.0,6.0
Profit before tax,4.0,4.0,5.0,6.0,7.0
Tax %,34.0,27.0,30.0,29.0,29.0
Net Profit,3.0,3.0,3.0,5.0,5.0
EPS in Rs,2.71,3.05,3.38,4.63,5.18
