,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,9,12,7,6,15
Cash from Investing Activity,-5,-6,-10,-14,-19
Cash from Financing Activity,-6,-6,4,33,-21
Net Cash Flow,-2,0,0,25,-25
