,2021-03-01,2022-03-01,2023-03-01
Debtor Days,137.51,131.02,184.9
Inventory Days,304.36,213.63,249.51
Days Payable,112.73,90.31,114.2
Cash Conversion Cycle,329.15,254.34,320.21
Working Capital Days,303.18,248.66,297.75
ROCE %,,12.83,17.42
