,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.89,2.89,3.22,18.7
Reserves,6.22,6.55,12.39,
Borrowings,35.22,36.66,37.58,
Other Liabilities,12.26,13.44,16.74,
Total Liabilities,56.59,59.54,69.93,
Fixed Assets,5.69,5.27,4.89,
CWIP,0.0,0.0,0.0,
Investments,0.0,0.0,0.0,
Other Assets,50.9,54.27,65.04,
Total Assets,56.59,59.54,69.93,
