,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,35,19,25,11,9,61
Cash from Investing Activity,-11,-7,-14,-20,-155,-14
Cash from Financing Activity,-26,-6,-5,1,130,-44
Net Cash Flow,-2,6,5,-8,-15,3
