,2022-03-01,2023-03-01,2023-09-01
Promoters,59.95,62.37,62.82
FIIs,3.4,1.32,0.8
DIIs,9.83,11.61,11.52
Public,26.82,24.68,24.85
No. of Shareholders,92115.0,79233.0,68798.0
