,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.0,57.0,57.03,57.01,57.0,57.0,57.0,57.0
Public,43.0,43.0,42.97,42.99,43.0,43.0,43.0,42.99
No. of Shareholders,4117.0,3930.0,3857.0,3822.0,3734.0,2783.0,2834.0,2891.0
