,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,4,7,7,11,11,11,11,11
Reserves,4,5,16,22,18,18,21,4,3
Borrowings,27,25,47,52,41,32,15,1,1
Other Liabilities,3,3,10,9,5,9,2,2,1
Total Liabilities,35,36,80,90,75,71,49,18,16
Fixed Assets,6,7,19,38,34,30,26,1,1
CWIP,0,0,10,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0
Other Assets,29,29,52,52,41,41,23,17,15
Total Assets,35,36,80,90,75,71,49,18,16
