,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,9,6,22,27,5,8,9,9,31,12,11,13
Inventory Days,446,654,935,712,397,464,364,374,493,341,349,601
Days Payable,416,310,164,152,150,25,16,27,169,218,132,291
Cash Conversion Cycle,40,350,793,587,251,446,357,356,355,135,227,323
Working Capital Days,12,24,54,53,17,30,26,25,15,-9,5,18
ROCE %,20,9,7,11,24,21,17,19,13,27,20,9
