,2021-09-01,2022-03-01,2022-09-01,2023-09-01
Sales,19.94,12.87,11.8,12.33
Expenses,13.18,11.61,10.03,9.62
Operating Profit,6.76,1.26,1.77,2.71
OPM %,33.9,9.79,15.0,21.98
Other Income,0.07,0.16,0.07,0.02
Interest,0.09,1.31,0.2,0.41
Depreciation,0.58,0.57,0.58,0.61
Profit before tax,6.16,-0.46,1.06,1.71
Tax %,0.0,78.26,29.25,39.77
Net Profit,6.17,-0.1,0.76,1.03
EPS in Rs,8.81,-0.14,0.72,0.98
