,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,54.29,54.29,54.29,54.29,54.29,54.29
Public,45.71,45.7,45.72,45.71,45.71,45.72
No. of Shareholders,1011.0,948.0,937.0,888.0,889.0,880.0
