,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5.4,3.9,6.88,9.42,-40.42
Cash from Investing Activity,-0.33,-0.04,0.02,0.01,-1.9
Cash from Financing Activity,-4.77,-3.05,-7.22,-9.66,45.7
Net Cash Flow,0.31,0.81,-0.33,-0.22,3.38
