,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1361.0,1410.0,1115.0,1566.0,1544.0,1430.0,1289.0,1586.0,1601.0,1546.0,1512.0,1585.0,2034.0
Expenses,1003.0,1045.0,886.0,1152.0,1184.0,1123.0,1070.0,1317.0,1341.0,1330.0,1331.0,1278.0,1713.0
Operating Profit,358.0,365.0,229.0,414.0,360.0,308.0,219.0,269.0,260.0,216.0,181.0,308.0,321.0
OPM %,26.0,26.0,21.0,26.0,23.0,22.0,17.0,17.0,16.0,14.0,12.0,19.0,16.0
Other Income,15.0,15.0,20.0,21.0,18.0,12.0,15.0,22.0,36.0,31.0,36.0,45.0,39.0
Interest,2.0,2.0,2.0,2.0,1.0,1.0,3.0,7.0,9.0,11.0,18.0,31.0,44.0
Depreciation,52.0,54.0,52.0,56.0,57.0,59.0,61.0,62.0,64.0,67.0,70.0,69.0,90.0
Profit before tax,319.0,324.0,195.0,377.0,320.0,260.0,170.0,223.0,223.0,169.0,129.0,252.0,225.0
Tax %,16.0,17.0,16.0,19.0,21.0,22.0,17.0,33.0,35.0,32.0,37.0,34.0,39.0
Net Profit,267.0,268.0,161.0,307.0,252.0,198.0,132.0,145.0,146.0,110.0,78.0,164.0,136.0
EPS in Rs,10.53,10.46,6.36,12.09,9.86,7.74,5.13,5.64,5.67,4.25,3.02,6.42,5.72
