,2022-03-01,2023-03-01,2023-09-01
Promoters,63.38,60.24,26.69
FIIs,9.54,13.12,23.76
DIIs,11.09,12.57,23.98
Public,15.99,14.04,25.56
No. of Shareholders,143091.0,114003.0,143365.0
