,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,57.0,56,54,70,137,111,97
Inventory Days,49.0,212,169,82,182,149,233
Days Payable,329.0,603,318,363,642,610,763
Cash Conversion Cycle,-223.0,-335,-95,-211,-324,-349,-433
Working Capital Days,63.0,49,49,21,35,60,57
ROCE %,,19,20,24,24,28,28
