,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,121,150,74,204,100,219,382
Cash from Investing Activity,-65,-91,5,-106,-90,-284,-323
Cash from Financing Activity,-57,-5,-29,-56,-60,2,-51
Net Cash Flow,-2,55,51,42,-50,-63,9
