,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1687.40,-0.00,-0.00,-0.00,-0.00,4986.54,55.37,30.03,4.22,1.96,2.63,-0.00
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,1687.40,-0.00,-0.00,-0.00,-0.00,4986.54,55.37,30.03,4.22,1.96,2.63,-0.00
Working Capital Days,1696.73,2268.30,2901.44,4466.57,4697.50,5104.63,-28.71,535.95,434.62,355.19,422.77,521.43
ROCE %,12.61,2.69,0.86,0.16,-2.10,0.08,1.03,0.44,1.32,1.29,0.52,-2.18
