,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.85,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84
Reserves,15.18,14.6,14.71,14.72,14.19,14.22,14.46,9.46,9.82,10.37,10.45,10.02,9.82
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,1.21,1.48,1.65,0.75,1.21,1.34,1.38,0.54,0.6900000000000001,0.92,1.12,1.32,1.54
Total Liabilities,26.24,26.92,27.2,26.31,26.24,26.4,26.68,20.84,21.35,22.13,22.41,22.18,22.2
Fixed Assets,0.27,0.21,0.16,0.08,0.46,0.33,0.25,0.18,0.14,0.1,0.08,0.06,0.05
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,6.5,6.5,6.48,6.48,6.48,6.38,6.37,2.56,2.56,2.56,2.56,2.45,2.45
Other Assets,19.47,20.21,20.56,19.75,19.3,19.69,20.06,18.1,18.65,19.47,19.77,19.67,19.7
Total Assets,26.24,26.92,27.2,26.31,26.24,26.4,26.68,20.84,21.35,22.13,22.41,22.18,22.2
