,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,26,26,26,26,26,26,26,26,26,26,26,26,26
Reserves,57,69,79,90,93,106,107,98,99,85,87,100,101
Borrowings,15,18,50,78,61,62,11,18,5,5,3,11,12
Other Liabilities,12,4,9,11,16,13,19,15,6,7,5,4,4
Total Liabilities,110,117,164,205,196,206,163,156,136,123,122,141,143
Fixed Assets,1,1,6,8,1,1,1,1,1,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,1,1,1,11,19,24,30,5,5,31,31,30,30
Other Assets,108,114,157,186,176,182,132,150,130,92,91,111,113
Total Assets,110,117,164,205,196,206,163,156,136,123,122,141,143
