,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.52,73.52,73.52,73.52,50.41,39.99,39.66
Public,26.47,26.48,26.48,26.47,49.59,60.01,60.34
No. of Shareholders,465.0,490.0,466.0,447.0,559.0,778.0,827.0
