,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2,2,-2,26,1,39,5,52,3,76,7,56
Cash from Investing Activity,-10,-6,-8,-19,-19,-28,-34,-31,-31,-27,-41,-85
Cash from Financing Activity,8,4,11,-7,23,-12,29,-20,28,-49,35,30
Net Cash Flow,0,0,1,1,5,-2,0,0,0,0,0,1
