,2022-03-01,2023-03-01,2023-11-01
Promoters,59.31,56.87,56.13
FIIs,0.01,1.06,0.32
DIIs,0.0,5.08,4.6
Public,40.69,36.97,38.94
No. of Shareholders,5664.0,9076.0,29575.0
