,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,3,4,10,10,10,11,11,11,12,13,13
Reserves,28,30,33,44,56,65,87,113,139,158,204,268,386
Borrowings,81,95,113,111,142,151,188,189,239,212,259,180,224
Other Liabilities,66,64,76,57,71,92,70,83,73,72,106,279,187
Total Liabilities,175,189,225,215,279,317,355,396,463,453,581,740,810
Fixed Assets,25,27,29,43,55,67,96,129,134,145,180,226,224
CWIP,4,5,7,8,7,3,12,2,21,29,28,34,67
Investments,0,0,0,0,0,3,3,3,3,3,3,5,5
Other Assets,146,157,189,164,218,245,245,261,304,275,370,475,513
Total Assets,175,189,225,215,279,317,355,396,463,453,581,740,810
