,2021-03-01,2022-03-01,2023-03-01
Sales,6.66,8.73,13.84
Expenses,4.91,6.51,8.74
Operating Profit,1.75,2.22,5.1
OPM %,26.28,25.43,36.85
Other Income,0.25,0.15,0.33
Interest,1.36,1.15,1.55
Depreciation,0.37,0.41,0.51
Profit before tax,0.27,0.81,3.37
Tax %,3.7,0.0,-0.3
Net Profit,0.27,0.81,3.38
EPS in Rs,14.96,44.88,7.85
