,2021-03-01,2022-03-01,2023-03-01
Debtor Days,135.37,116.65,163.25
Inventory Days,1313.61,718.72,774.47
Days Payable,591.42,366.03,381.78
Cash Conversion Cycle,857.56,469.35,555.94
Working Capital Days,317.32,230.37,357.62
ROCE %,,19.92,33.21
