,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,12.5,19.06,19.16,16.75,19.61,23.53,24.5,25.14,23.5,19.73,20.33,17.18,19.72
Expenses,11.69,16.04,15.9,12.58,16.41,20.42,21.84,25.82,20.92,17.82,18.0,15.78,17.97
Operating Profit,0.81,3.02,3.26,4.17,3.2,3.11,2.66,-0.68,2.58,1.91,2.33,1.4,1.75
OPM %,6.48,15.84,17.01,24.9,16.32,13.22,10.86,-2.7,10.98,9.68,11.46,8.15,8.87
Other Income,2.0,4.06,23.71,4.13,4.56,1.35,-0.92,0.17,4.44,1.52,-0.42,6.35,4.14
Interest,0.04,0.07,0.08,0.03,0.06,0.03,0.1,0.04,0.05,0.05,0.04,0.04,0.04
Depreciation,0.12,0.12,0.12,0.11,0.17,0.23,0.23,0.2,0.2,0.2,0.2,0.16,0.16
Profit before tax,2.65,6.89,26.77,8.16,7.53,4.2,1.41,-0.75,6.77,3.18,1.67,7.55,5.69
Tax %,18.49,18.14,24.43,18.26,17.66,22.86,48.94,-57.33,17.73,22.64,26.35,10.6,20.74
Net Profit,2.17,5.65,20.23,6.68,6.2,3.25,0.72,-1.18,5.58,2.46,1.24,6.75,4.5
EPS in Rs,2.24,5.82,20.85,6.89,6.39,3.55,0.79,-1.29,6.09,2.68,1.35,7.37,4.91
