,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,7.9,-2.28,1.37,2.55,2.81,0.7000000000000001,-2.44,-10.09,2.33,7.17
Cash from Investing Activity,0.65,-1.07,-0.48,2.67,0.47,0.01,2.61,7.8,1.99,-0.51
Cash from Financing Activity,-8.22,4.76,-3.1,-5.29,-3.37,1.62,-0.2,2.42,-4.45,-6.63
Net Cash Flow,0.33,1.41,-2.22,-0.07,-0.09,2.34,-0.03,0.13,-0.12,0.02
